227 2463.4 6324 52 1 1 32 -1.342625 13950.74 1 0 0 0 2 -1.520837 0 0 0
333 2231 22134 50 1 2 33 -0.2154017 0 1 0 1 0 2 -0.3765757 1 . 0
335 2231 0 0 1 2 33 0.0291443 6239.68 1 0 1 1 2 0.2033508 0 1 1
745 2342.55 19729.83 52 1 2 33 -0.0462066 26580.83 1 0 1 1 2 -0.53471 1 0 0
1034 1673.25 11549.73 52 1 1 32 -1.455691 13345.75 0 0 1 0 2 -1.454579 0 1 0
1057 2831.21 0 0 1 1 33 -0.4380396 0 0 0 1 0 2 -2.451161 0 . 1
1297 1673.25 21.08 2 1 1 33 -3.681635 6734.006 0 0 0 0 2 -2.158001 0 1 1
1375 1825.36 13702 52 1 2 32 -1.103551 26350 1 0 1 0 2 -0.6634566 0 0 0
1516 1766.21 10540 52 1 2 33 -1.01353 10540 1 0 1 1 2 -1.130872 0 0 0
1714 2045.08 13280.4 44 1 2 33 1.335001 13312.02 0 0 1 1 2 -1.784646 0 0 1
1719 2045.08 0 0 1 2 33 1.386334 36890 1 0 1 1 2 -0.0924338 1 0 1
1749 2342.55 0 0 1 2 32 -0.6606776 7968.24 1 0 1 0 2 -0.7366377 0 1 1
2262 2031.8 2108 8 1 2 33 -1.572114 0 1 0 1 1 2 -1.304264 1 . 1
2364 1673.25 14229 52 1 1 32 -1.517385 14229 1 0 1 0 2 -1.704285 0 0 .
2719 1552.94 6324 52 1 1 32 -2.202325 16243.19 1 0 1 1 2 -1.556045 1 0 0
3009 1747.05 0 0 1 3 33 0.3402682 154876.9 0 0 1 1 2 -1.21178 0 0 1
3010 1747.05 29512 52 1 3 33 -0.603702 0 1 0 1 1 2 -0.7549461 1 . 0
3064 1673.25 0 0 1 2 33 -0.8833156 3098.76 0 0 1 0 2 -0.6226559 0 1 0
3066 1673.25 134.912 16 1 2 33 -1.036837 22058.11 1 0 1 0 2 -0.0010951 1 0 1
3068 1672.39 24242 52 1 2 32 -0.5841254 24242 1 0 1 1 2 -0.3630068 0 0 0
3075 1986.99 1581 48 1 2 33 0.0323477 3309.56 0 0 1 1 2 -1.276458 0 1 0
3315 2069.85 8432 52 1 2 32 0.0291443 23917.37 1 0 1 1 2 -0.5362239 1 0 0
3952 2025.48 33728 52 1 4 32 -0.560615 56599.8 0 0 1 1 2 -0.5439795 0 0 0
4173 1552.94 10013 52 1 2 32 -0.0255814 0 0 0 1 1 2 -1.061167 0 . 0
